order_id,product_id,quantity,unit_price,discount_percent
1395,71,1,915.93,10
1396,76,3,490.38,0
1397,107,1,412.78,5
1397,166,2,827.4,0
1397,100,2,365.24,0
1397,7,1,781.65,5
1398,78,1,206.93,15
1398,64,2,521.03,0
1399,186,3,54.9,0
1399,14,1,183.79,15
1400,38,3,285.25,15
1401,64,3,521.03,5
1401,141,1,31.84,0
1402,174,1,133.03,0
1402,78,1,206.93,15
1402,67,2,806.92,10
1402,186,1,54.9,20
1402,200,2,918.18,5
1403,138,3,964.27,10
1403,118,3,764.96,0
1403,76,2,490.38,0
1403,88,2,850.72,5
1403,119,3,810.1,5
1404,16,3,314.5,5
1404,111,3,179.65,20
1404,5,1,396.49,5
1404,107,3,412.78,0
1404,83,2,300.48,20
1405,61,2,490.48,15
1405,53,2,939.57,0
1405,149,1,462.15,5
1405,152,1,926.41,20
1406,101,2,39.07,15
1406,160,2,606.35,0
1407,43,1,353.57,20
1407,125,3,390.34,5
1407,195,3,518.3,10
1407,171,3,557.48,0
1408,28,3,459.05,20
1409,93,1,839.49,10
1409,10,3,501.76,10
1409,89,2,364.68,10
1409,117,3,48.58,15
1409,178,2,237.94,0
1410,80,1,655.63,0
1410,94,2,464.94,0
1410,53,3,939.57,0
1410,59,1,14.66,0
1411,1,3,380.62,0
1411,40,1,327.88,0
1411,180,2,482.25,20
1411,85,3,384.92,0
1411,112,3,627.25,15
1412,118,3,764.96,5
1412,95,3,434.34,15
1413,155,3,605.4,5
1413,147,1,776.85,0
1413,176,3,743.81,10
1414,104,2,875.57,5
1414,18,3,159.46,5
1414,80,1,655.63,0
1415,34,2,317.86,0
1415,126,3,971.79,5
1415,33,2,279.09,15
1416,83,1,300.48,5
1416,163,1,355.36,0
1416,196,1,311.35,0
1417,27,3,478.85,5
1417,168,3,659.05,15
1418,27,2,478.85,20
1418,152,1,926.41,15
1418,134,2,681.75,0
1418,113,1,721.92,0
1418,183,2,126.15,0
1419,52,2,204.29,0
1419,70,3,221.82,0
1419,73,2,533.68,20
1419,190,2,517.4,20
1420,10,2,501.76,0
1420,159,1,508.89,10
1421,196,3,311.35,0
1421,28,1,459.05,0
1421,2,3,126.41,15
1422,19,3,613.9,15
1422,37,2,743.0,0
1423,31,3,996.15,10
1423,6,3,48.58,10
1423,1,1,380.62,0
1424,188,3,859.46,0
1424,140,3,354.61,10
1425,159,3,508.89,0
1425,103,3,94.97,15
1425,13,3,230.59,15
1425,65,3,644.46,5
1425,102,1,530.96,0
1426,136,3,155.34,5
1426,145,2,877.52,15
1426,67,2,806.92,10
1427,194,2,617.3,20
1427,76,1,490.38,5
1427,92,2,812.94,0
1427,183,3,126.15,0
1427,69,3,703.17,5
1428,158,3,519.2,0
1428,142,3,881.76,20
1428,21,3,890.92,0
1429,93,2,839.49,20
1429,46,3,64.75,0
1430,30,1,408.95,20
1430,151,2,722.78,0
1430,186,2,54.9,15
1430,13,3,230.59,20
1431,74,1,234.97,0
1431,13,1,230.59,0
1432,182,3,424.48,10
1432,89,1,364.68,5
1432,127,1,776.59,0
1432,57,3,979.35,0
1432,116,2,655.81,0
1433,99,3,723.99,0
1433,78,1,206.93,5
1433,82,2,283.16,20
1433,141,1,31.84,10
1434,159,2,508.89,5
1434,132,1,117.83,0
1434,74,3,234.97,20
1434,89,2,364.68,5
1434,98,3,95.23,0
1435,117,2,48.58,0
1436,116,1,655.81,0
1436,16,3,314.5,10
1437,154,2,715.67,15
1437,71,3,915.93,15
1438,175,2,779.79,0
1438,176,3,743.81,0
1439,186,2,54.9,10
1439,141,1,31.84,20
1439,152,2,926.41,0
1439,138,2,964.27,20
1439,53,1,939.57,5
1440,125,2,390.34,10
1441,98,2,95.23,20
1441,87,3,252.85,10
1442,7,1,781.65,0
1443,159,2,508.89,20
1443,114,2,914.92,0
1443,146,3,667.86,20
1443,165,2,163.15,5
1443,98,2,95.23,15
1444,136,2,155.34,15
1444,46,3,64.75,15
1444,117,3,48.58,0
1444,151,2,722.78,0
1444,178,2,237.94,15
1445,153,2,272.29,0
1446,130,3,184.39,10
1446,32,1,394.87,0
1446,95,3,434.34,0
1446,68,3,631.04,20
1447,195,3,518.3,5
1447,73,2,533.68,15
1447,147,1,776.85,20
1448,96,3,664.87,20
1448,163,1,355.36,0
1449,22,1,529.27,0
1449,135,3,534.57,0
1449,24,2,311.5,0
1449,32,2,394.87,0
1449,36,1,464.3,15
1450,64,3,521.03,5
1450,90,1,331.05,0
1450,127,3,776.59,15
1450,184,3,256.84,5
1450,81,2,347.87,5
1451,1,3,380.62,15
1452,77,1,324.9,0
1452,110,1,20.16,0
1453,166,1,827.4,0
1453,124,3,543.58,0
1453,96,1,664.87,0
1453,51,3,97.77,5
1454,97,1,892.13,0
1454,9,3,380.73,20
1454,22,1,529.27,15
1454,29,1,945.7,5
1454,85,1,384.92,0
1455,95,3,434.34,20
1455,184,3,256.84,5
1455,6,2,48.58,15
1455,133,1,467.42,15
1455,178,2,237.94,0
1456,60,3,733.02,5
1456,56,1,543.79,10
1457,115,3,345.44,20
1457,186,1,54.9,0
1457,190,1,517.4,0
1458,50,3,612.1,15
1458,141,1,31.84,20
1458,138,2,964.27,0
1458,159,3,508.89,0
1458,195,1,518.3,20
1459,149,1,462.15,10
1459,46,2,64.75,0
1459,164,1,639.61,5
1460,97,3,892.13,0
1460,176,3,743.81,15
1461,118,3,764.96,20
1462,25,1,305.93,20
1462,17,2,433.58,15
1462,153,1,272.29,0
1463,95,3,434.34,0
1463,32,3,394.87,0
1463,52,1,204.29,20
1464,111,2,179.65,20
1464,61,3,490.48,20
1464,115,3,345.44,10
1464,106,1,312.53,15
1464,97,3,892.13,0
1465,32,2,394.87,20
1465,176,3,743.81,10
1465,78,2,206.93,10
1465,192,3,783.47,0
1465,196,3,311.35,0
1466,194,1,617.3,0
1466,163,2,355.36,5
1466,20,1,152.83,0
1466,199,2,313.82,0
1466,57,3,979.35,0
1467,54,2,13.34,5
1467,27,1,478.85,15
1468,172,2,823.49,0
1468,174,1,133.03,0
1468,192,3,783.47,10
1469,153,3,272.29,0
1469,163,3,355.36,10
1469,107,3,412.78,0
1469,191,1,694.01,5
1470,95,2,434.34,10
1470,170,2,545.06,0
1471,180,2,482.25,5
1471,95,1,434.34,15
1472,39,2,731.63,5
1473,17,3,433.58,5
1473,131,2,691.83,15
1473,53,2,939.57,0
1473,135,1,534.57,20
1474,97,3,892.13,5
1474,82,2,283.16,10
1474,166,2,827.4,20
1475,68,1,631.04,5
1476,133,1,467.42,10
1476,24,1,311.5,0
1477,196,1,311.35,10
1477,144,1,942.97,0
1478,2,3,126.41,10
1478,119,3,810.1,10
1478,91,1,472.3,0
1478,138,2,964.27,15
1478,22,1,529.27,15
1479,26,2,699.33,10
1480,50,2,612.1,15
1481,17,3,433.58,20
1481,29,2,945.7,15
1481,7,2,781.65,0
1482,82,1,283.16,20
1482,117,3,48.58,0
1483,29,2,945.7,0
1483,93,2,839.49,20
1483,93,2,839.49,20
1484,148,1,477.62,15
1484,65,1,644.46,0
1484,10,1,501.76,20
1484,60,2,733.02,5
1484,29,1,945.7,5
1485,102,1,530.96,20
1485,195,2,518.3,15
1485,34,1,317.86,20
1485,158,3,519.2,0
1485,68,3,631.04,10
1486,139,2,948.03,15
1486,82,1,283.16,5
1486,12,3,992.06,0
1486,142,3,881.76,15
1486,162,1,274.3,20
1487,79,2,598.79,20
1487,174,1,133.03,20
1487,178,2,237.94,0
1487,127,1,776.59,0
1488,105,1,770.69,15
1489,194,1,617.3,20
1489,163,1,355.36,10
1489,39,1,731.63,20
1490,10,3,501.76,5
1490,148,3,477.62,5
1490,198,1,231.52,15
1490,59,1,14.66,15
1491,88,2,850.72,5
1491,29,2,945.7,0
1491,129,1,864.18,0
1492,198,1,231.52,0
1492,22,3,529.27,10
1492,22,3,529.27,0
1493,27,1,478.85,0
1493,173,1,393.12,15
1493,75,1,884.59,15
1493,200,1,918.18,20
1493,17,3,433.58,0
1494,67,3,806.92,20
1495,104,2,875.57,10
1495,8,2,266.37,20
1495,191,1,694.01,15
1496,113,2,721.92,0
1496,141,2,31.84,15
1497,115,3,345.44,0
1497,144,3,942.97,0
1498,60,3,733.02,0
1499,173,1,393.12,0
1499,94,2,464.94,0
1499,84,1,507.94,5
1500,193,1,592.07,0
1500,53,1,939.57,0
1501,77,2,324.9,20
1501,41,2,426.76,5
1501,151,1,722.78,5
1501,171,3,557.48,15
1502,130,1,184.39,0
1503,91,1,472.3,0
1503,149,3,462.15,5
1503,90,1,331.05,15
1504,9,3,380.73,0
1504,198,2,231.52,15
1504,71,3,915.93,0
1504,167,1,49.0,0
1505,131,3,691.83,0
1505,71,2,915.93,10
1505,50,1,612.1,10
1505,19,1,613.9,0
1505,26,1,699.33,0
1506,11,3,63.0,20
1506,160,1,606.35,0
1507,111,1,179.65,10
1508,110,1,20.16,0
1508,92,2,812.94,10
1509,67,2,806.92,10
1510,111,1,179.65,15
1510,176,3,743.81,0
1510,123,2,76.88,0
1511,104,3,875.57,20
1511,83,2,300.48,5
1511,190,1,517.4,0
1512,79,2,598.79,5
1513,189,3,380.28,10
1513,11,3,63.0,0
1514,49,2,28.11,10
1514,200,1,918.18,0
1514,7,1,781.65,0
1514,175,1,779.79,15
1514,152,1,926.41,0
1515,120,2,307.08,20
1516,88,2,850.72,0
1516,181,3,914.9,10
1516,54,3,13.34,0
1517,147,2,776.85,0
1517,27,2,478.85,5
1517,162,1,274.3,20
1517,47,3,952.17,20
1517,115,1,345.44,0
1518,117,3,48.58,10
1518,169,1,660.88,0
1518,168,3,659.05,20
1518,131,1,691.83,0
1519,178,2,237.94,20
1519,155,3,605.4,15
1519,115,3,345.44,10
1520,126,1,971.79,0
1520,103,3,94.97,0
1520,114,1,914.92,0
1520,57,3,979.35,0
1520,11,1,63.0,0
1521,19,3,613.9,15
1521,168,2,659.05,0
1522,50,3,612.1,0
1522,84,3,507.94,0
1522,173,3,393.12,0
1522,109,1,800.61,0
1522,71,3,915.93,0
1523,119,3,810.1,20
1523,3,1,116.2,0
1524,110,2,20.16,0
1524,115,1,345.44,15
1524,18,1,159.46,10
1524,84,2,507.94,10
1524,121,1,78.36,10
1525,53,3,939.57,10
1525,55,3,878.77,0
1525,36,2,464.3,20
1525,183,1,126.15,0
1526,111,3,179.65,0
1526,51,3,97.77,10
1526,120,2,307.08,20
1526,143,1,979.65,0
1527,190,3,517.4,0
1527,65,2,644.46,5
1527,142,1,881.76,0
1527,67,1,806.92,0
1527,190,3,517.4,10
1528,64,1,521.03,5
1528,153,2,272.29,0
1529,154,3,715.67,15
1529,108,3,700.6,15
1530,30,2,408.95,10
1530,131,2,691.83,10
1530,45,1,56.68,0
1530,146,2,667.86,15
1530,20,3,152.83,20
1531,57,2,979.35,0
1531,43,1,353.57,20
1531,186,1,54.9,10
1532,166,3,827.4,10
1533,71,3,915.93,0
1533,116,3,655.81,0
1534,15,3,759.48,5
1534,82,1,283.16,0
1534,112,2,627.25,0
1535,134,1,681.75,20
1535,191,2,694.01,5
1535,20,1,152.83,15
1535,2,1,126.41,0
1536,163,2,355.36,5
1536,131,2,691.83,0
1536,5,2,396.49,15
1536,2,2,126.41,0
1536,44,2,965.34,0
1537,8,1,266.37,5
1537,195,1,518.3,15
1538,130,3,184.39,0
1538,181,2,914.9,15
1538,156,1,561.44,0
1538,161,1,894.59,10
1539,182,2,424.48,5
1539,84,1,507.94,0
1540,143,3,979.65,0
1540,192,3,783.47,5
1540,91,1,472.3,0
1541,37,3,743.0,0
1541,185,2,514.35,0
1541,178,2,237.94,0
1542,56,1,543.79,20
1542,37,1,743.0,0
1543,90,3,331.05,15
1543,73,1,533.68,0
1543,21,3,890.92,15
1543,97,3,892.13,0
1543,78,3,206.93,5
1544,1,3,380.62,10
1545,67,2,806.92,10
1545,185,2,514.35,10
1545,51,3,97.77,5
1545,58,2,568.93,10
1545,146,1,667.86,15
1546,93,2,839.49,5
1546,199,1,313.82,5
1546,18,2,159.46,15
1547,189,2,380.28,0
1547,137,3,484.86,0
1547,194,2,617.3,5
1547,110,3,20.16,20
1548,52,2,204.29,0
1548,50,3,612.1,0
1548,86,3,519.82,20
1548,176,3,743.81,0
1549,2,2,126.41,0
1550,19,3,613.9,0
1550,129,2,864.18,0
1550,106,3,312.53,0
1550,91,2,472.3,0
1550,1,3,380.62,20
1551,32,2,394.87,20
1551,173,2,393.12,0
1551,110,1,20.16,0
1551,54,1,13.34,20
1552,197,1,453.54,0
1552,181,2,914.9,0
1553,52,1,204.29,10
1553,18,3,159.46,15
1553,8,3,266.37,5
1554,111,1,179.65,10
1554,9,1,380.73,20
1555,2,1,126.41,0
1556,200,2,918.18,0
1557,57,2,979.35,0
1557,33,1,279.09,5
1557,144,3,942.97,20
1557,99,3,723.99,0
1558,32,2,394.87,0
1558,151,3,722.78,20
1559,135,2,534.57,5
1560,63,1,554.83,0
1560,4,2,573.94,15
1560,183,2,126.15,0
1561,10,3,501.76,20
1561,120,3,307.08,0
1561,35,2,235.92,20
1561,185,2,514.35,5
1562,191,1,694.01,0
1563,180,3,482.25,0
1563,68,2,631.04,0
1563,136,1,155.34,0
1563,78,2,206.93,0
1564,56,2,543.79,0
1564,77,2,324.9,15
1564,55,1,878.77,10
1565,48,3,954.2,15
1565,153,1,272.29,20
1565,102,3,530.96,0
1565,103,1,94.97,10
1566,105,1,770.69,0
1566,161,3,894.59,0
1566,163,1,355.36,5
1566,59,1,14.66,15
1567,146,2,667.86,20
1567,200,3,918.18,10
1567,4,1,573.94,20
1568,141,1,31.84,10
1568,1,2,380.62,10
1569,19,1,613.9,0
1569,57,1,979.35,10
1569,25,2,305.93,0
1569,62,2,540.99,0
1570,178,1,237.94,20
1570,83,1,300.48,15
1570,127,1,776.59,5
1570,190,3,517.4,0
1570,115,1,345.44,5
1571,132,2,117.83,10
1571,180,3,482.25,20
1571,41,3,426.76,20
1572,161,3,894.59,0
1573,96,1,664.87,10
1574,28,2,459.05,20
1575,11,2,63.0,10
1576,140,2,354.61,0
1576,93,1,839.49,0
1577,154,2,715.67,0
1577,157,2,664.28,20
1577,22,3,529.27,0
1577,108,1,700.6,5
1578,147,1,776.85,20
1578,167,2,49.0,15
1578,132,2,117.83,0
1579,159,1,508.89,10
1580,153,2,272.29,10
1580,167,3,49.0,5
1580,55,1,878.77,15
1581,120,2,307.08,0
1581,118,1,764.96,0
1581,33,3,279.09,0
1581,62,3,540.99,5
1582,191,2,694.01,5
1582,190,3,517.4,0
1583,61,3,490.48,5
1583,125,3,390.34,10
1583,109,2,800.61,15
1583,149,3,462.15,20
1584,94,2,464.94,0
1584,184,3,256.84,0
1584,88,1,850.72,0
1585,177,1,927.86,0
1585,37,2,743.0,0
1585,28,3,459.05,15
1586,104,1,875.57,0
1586,107,3,412.78,20
1586,22,3,529.27,10
1586,83,3,300.48,15
1586,80,3,655.63,10
1587,151,2,722.78,0
1587,58,2,568.93,0
1587,177,1,927.86,0
1588,117,2,48.58,0
1589,193,1,592.07,5
1589,157,2,664.28,0
1589,3,2,116.2,0
1590,143,3,979.65,15
1590,98,3,95.23,5
1590,154,2,715.67,5
1591,153,3,272.29,15
1591,187,2,845.14,0
1591,11,3,63.0,0
1591,181,3,914.9,0
1591,36,3,464.3,0
1592,170,3,545.06,0
1592,24,2,311.5,10
1593,71,2,915.93,0
1593,133,3,467.42,0
1593,85,1,384.92,15
1593,175,2,779.79,10
1593,55,1,878.77,0
1594,8,2,266.37,0
1595,38,1,285.25,5
1595,54,3,13.34,0
1595,17,3,433.58,20
1596,100,1,365.24,15
1597,39,1,731.63,0
1597,164,1,639.61,0
1597,156,3,561.44,15
1597,108,1,700.6,15
1598,5,3,396.49,0
1598,46,3,64.75,15
1598,12,3,992.06,0
1598,100,3,365.24,15
1599,21,2,890.92,10
1599,196,2,311.35,15
1600,103,2,94.97,5
1600,156,3,561.44,0
1600,128,2,178.78,10
1601,46,2,64.75,0
1602,189,1,380.28,20
1602,163,3,355.36,0
1602,144,2,942.97,0
1602,160,1,606.35,20
1603,27,3,478.85,20
1603,128,1,178.78,0
1603,55,2,878.77,0
1603,35,1,235.92,15
1603,177,3,927.86,10
1604,125,2,390.34,15
1604,177,2,927.86,0
1604,19,2,613.9,20
1604,151,1,722.78,5
1605,97,1,892.13,0
1605,11,2,63.0,5
1605,73,2,533.68,0
1605,139,3,948.03,0
1606,27,1,478.85,0
1607,53,2,939.57,10
1607,143,2,979.65,15
1608,62,3,540.99,20
1609,33,1,279.09,20
1609,166,3,827.4,0
1610,80,2,655.63,0
1610,103,3,94.97,20
1610,162,2,274.3,10
1610,89,2,364.68,0
1610,48,1,954.2,10
1611,65,2,644.46,0
1611,51,1,97.77,15
1611,181,3,914.9,5
1612,3,1,116.2,0
1613,63,2,554.83,20
1614,129,1,864.18,0
1614,36,3,464.3,5
1614,55,2,878.77,20
1614,184,3,256.84,20
1615,83,1,300.48,0
1615,13,1,230.59,0
1616,54,1,13.34,10
1617,200,2,918.18,0
1617,82,2,283.16,0
1617,1,1,380.62,5
1617,134,2,681.75,15
1618,74,2,234.97,0
1618,89,2,364.68,5
1618,179,3,596.23,0
1618,107,1,412.78,5
1618,36,2,464.3,0
1619,184,2,256.84,5
1619,120,2,307.08,0
1619,37,3,743.0,15
1620,125,3,390.34,0
1620,136,3,155.34,0
1620,82,1,283.16,10
1620,2,1,126.41,5
1621,178,2,237.94,5
1621,7,2,781.65,5
1621,59,3,14.66,0
1621,75,1,884.59,15
1622,105,1,770.69,15
1622,143,2,979.65,0
1623,12,3,992.06,10
1623,134,3,681.75,5
1623,137,3,484.86,20
1623,10,2,501.76,0
1624,148,1,477.62,0
1624,84,1,507.94,0
1624,89,3,364.68,0
1624,181,3,914.9,15
1624,32,3,394.87,10
1625,17,1,433.58,5
1625,4,2,573.94,20
1626,101,3,39.07,0
1626,71,3,915.93,0
1626,135,2,534.57,0
1626,71,2,915.93,0
1626,22,3,529.27,20
1627,176,3,743.81,10
1627,76,1,490.38,0
1627,127,1,776.59,20
1628,173,2,393.12,0
1628,97,2,892.13,20
1628,55,1,878.77,0
1628,69,2,703.17,10
1629,143,1,979.65,15
1629,47,2,952.17,0
1629,67,2,806.92,0
1629,56,2,543.79,20
1629,2,1,126.41,20
1630,104,3,875.57,0
1630,80,3,655.63,0
1631,52,3,204.29,0
1631,11,3,63.0,5
1631,56,3,543.79,0
1631,6,1,48.58,0
1632,56,3,543.79,0
1633,126,2,971.79,20
1634,9,2,380.73,0
1634,8,1,266.37,0
1635,56,1,543.79,15
1635,7,2,781.65,10
1636,3,1,116.2,5
1636,196,1,311.35,5
1636,165,1,163.15,15
1636,126,3,971.79,5
1636,179,3,596.23,15
1637,87,2,252.85,5
1637,49,1,28.11,0
1637,182,2,424.48,10
1637,62,1,540.99,0
1638,29,3,945.7,15
1638,87,2,252.85,0
1638,53,2,939.57,5
1638,70,3,221.82,5
1639,45,2,56.68,0
1639,3,3,116.2,15
1639,10,1,501.76,0
1639,69,3,703.17,0
1639,39,1,731.63,0
1640,121,3,78.36,20
1640,41,2,426.76,0
1641,1,2,380.62,20
1641,159,3,508.89,0
1641,124,3,543.58,0
1641,90,2,331.05,10
1642,14,1,183.79,5
1642,131,1,691.83,15
1642,87,1,252.85,0
1642,128,2,178.78,10
1642,55,3,878.77,5
1643,91,2,472.3,0
1644,57,3,979.35,5
1644,172,3,823.49,15
1644,84,1,507.94,0
1645,182,3,424.48,0
1645,15,2,759.48,0
1645,3,2,116.2,15
1645,80,3,655.63,10
1645,55,1,878.77,0
1646,50,3,612.1,0
1646,18,2,159.46,20
1646,58,3,568.93,0
1647,139,3,948.03,0
1647,159,2,508.89,20
1647,182,1,424.48,0
1648,188,1,859.46,0
1648,119,1,810.1,10
1648,102,1,530.96,15
1648,18,1,159.46,0
1649,175,1,779.79,0
1649,18,2,159.46,0
1649,93,1,839.49,0
1650,165,2,163.15,0
1650,182,2,424.48,5
1650,161,2,894.59,10
1650,198,3,231.52,0
1651,23,2,479.5,0
1651,3,3,116.2,15
1651,48,2,954.2,0
1651,110,2,20.16,0
1651,1,2,380.62,20
1652,71,2,915.93,5
1652,153,2,272.29,0
1652,71,3,915.93,15
1652,133,3,467.42,0
1653,141,1,31.84,0
1654,183,2,126.15,0
1654,134,2,681.75,10
1655,62,3,540.99,5
1655,110,1,20.16,20
1655,18,3,159.46,0
1656,144,2,942.97,0
1656,13,1,230.59,10
1656,13,1,230.59,15
1657,34,3,317.86,15
1657,90,1,331.05,0
1657,168,2,659.05,0
1657,89,1,364.68,10
1657,155,3,605.4,15
1658,84,2,507.94,0
1658,62,2,540.99,20
1658,74,1,234.97,5
1658,37,2,743.0,15
1659,147,2,776.85,0
1660,16,1,314.5,0
1660,134,3,681.75,5
1660,154,2,715.67,0
1660,186,3,54.9,5
1661,78,1,206.93,0
1661,79,3,598.79,10
1662,38,1,285.25,20
1663,143,3,979.65,10
1663,98,2,95.23,0
1663,149,3,462.15,20
1663,131,1,691.83,15
1663,18,1,159.46,0
1664,27,2,478.85,10
1664,63,3,554.83,0
1664,197,3,453.54,5
1665,128,2,178.78,5
1665,116,2,655.81,0
1665,48,1,954.2,0
1665,23,2,479.5,15
1666,10,1,501.76,0
1666,125,2,390.34,0
1667,74,2,234.97,20
1667,192,3,783.47,0
1667,185,3,514.35,0
1668,186,1,54.9,20
1668,42,3,168.48,5
1668,143,1,979.65,0
1668,45,3,56.68,0
1668,191,3,694.01,0
1669,92,3,812.94,0
1670,59,2,14.66,0
1670,54,3,13.34,0
1670,12,1,992.06,15
1670,141,3,31.84,0
1671,22,1,529.27,0
1671,153,1,272.29,0
1671,70,1,221.82,20
1672,120,2,307.08,0
1672,37,1,743.0,15
1672,140,3,354.61,5
1672,39,3,731.63,0
1672,52,1,204.29,0
1673,110,3,20.16,20
1673,69,3,703.17,20
1674,46,1,64.75,10
1675,69,2,703.17,10
1676,159,3,508.89,0
1676,46,2,64.75,20
1676,7,3,781.65,0
1676,134,3,681.75,0
1676,59,2,14.66,0
1677,149,1,462.15,20
1677,35,2,235.92,0
1677,175,1,779.79,20
1677,120,1,307.08,0
1678,106,2,312.53,0
1678,185,1,514.35,15
1678,90,3,331.05,0
1679,113,2,721.92,0
1680,94,2,464.94,10
1680,28,2,459.05,0
1680,131,2,691.83,0
1680,19,3,613.9,0
1681,191,3,694.01,10
1681,59,1,14.66,0
1682,193,3,592.07,5
1682,175,2,779.79,0
1682,55,1,878.77,5
1683,84,3,507.94,20
1683,125,1,390.34,5
1683,46,1,64.75,10
1684,77,2,324.9,5
1684,17,2,433.58,0
1684,54,2,13.34,20
1684,149,1,462.15,10
1685,57,3,979.35,5
1685,27,2,478.85,10
1686,47,1,952.17,5
1686,44,2,965.34,10
1686,100,2,365.24,5
1686,173,3,393.12,0
1687,169,3,660.88,10
1687,198,1,231.52,10
1687,160,1,606.35,0
1687,88,3,850.72,10
1688,91,1,472.3,0
1688,47,3,952.17,5
1688,198,2,231.52,0
1689,82,3,283.16,0
1690,74,2,234.97,15
1690,3,1,116.2,15
1690,159,1,508.89,0
1690,38,2,285.25,0
1691,124,3,543.58,0
1691,1,2,380.62,15
1691,15,3,759.48,5
1691,13,1,230.59,15
1692,22,1,529.27,5
1692,103,2,94.97,5
1692,134,3,681.75,15
1692,109,2,800.61,10
1692,17,3,433.58,0
1693,46,2,64.75,0
1693,107,1,412.78,0
1693,126,1,971.79,0
1693,84,2,507.94,0
1693,51,2,97.77,5
1694,138,2,964.27,10
1694,123,1,76.88,0
1694,104,3,875.57,20
1695,131,2,691.83,0
1695,32,3,394.87,0
1695,1,2,380.62,10
1695,80,2,655.63,20
1696,160,3,606.35,20
1696,122,3,675.73,0
1696,94,3,464.94,0
1697,108,3,700.6,0
1697,97,3,892.13,0
1697,21,1,890.92,5
1697,197,1,453.54,15
1698,75,2,884.59,0
1698,150,3,906.24,15
1698,62,2,540.99,20
1699,21,2,890.92,0
1699,9,2,380.73,10
1699,34,1,317.86,20
1700,157,2,664.28,0
1700,103,3,94.97,15
1701,92,1,812.94,0
1701,183,2,126.15,20
1701,92,1,812.94,20
1701,100,3,365.24,10
1701,19,3,613.9,15
1702,151,2,722.78,0
1702,113,2,721.92,10
1703,102,2,530.96,5
1703,19,3,613.9,20
1703,27,2,478.85,5
1704,19,2,613.9,0
1705,138,2,964.27,20
1705,82,2,283.16,0
1705,194,3,617.3,10
1705,14,3,183.79,0
1705,126,3,971.79,0
1706,17,1,433.58,15
1706,62,3,540.99,10
1706,165,3,163.15,0
1707,192,1,783.47,0
1708,195,1,518.3,15
1709,3,1,116.2,5
1709,65,1,644.46,0
1709,66,2,749.92,15
1709,164,3,639.61,0
1710,38,1,285.25,0
1711,9,2,380.73,0
1711,157,2,664.28,0
1711,193,1,592.07,15
1711,23,3,479.5,5
1711,98,1,95.23,10
1712,92,1,812.94,10
1713,186,3,54.9,0
1713,182,1,424.48,20
1713,137,3,484.86,0
1713,198,1,231.52,20
1714,52,1,204.29,10
1715,166,3,827.4,15
1715,38,3,285.25,15
1715,168,2,659.05,20
1716,49,1,28.11,0
1716,77,2,324.9,0
1716,172,3,823.49,5
1716,52,3,204.29,5
1717,182,1,424.48,5
1717,59,2,14.66,0
1717,55,2,878.77,0
1717,45,3,56.68,20
1717,29,2,945.7,0
1718,199,2,313.82,20
1719,150,1,906.24,0
1720,75,2,884.59,5
1720,50,1,612.1,10
1721,197,3,453.54,0
1721,147,1,776.85,0
1721,173,2,393.12,20
1721,172,2,823.49,0
1721,66,3,749.92,0
1722,43,3,353.57,0
1723,106,1,312.53,5
1723,142,3,881.76,20
1724,38,1,285.25,0
1724,160,1,606.35,15
1724,1,2,380.62,5
1725,71,2,915.93,15
1725,80,2,655.63,10
1725,13,1,230.59,0
1725,128,3,178.78,10
1725,41,1,426.76,5
1726,57,2,979.35,0
1726,154,1,715.67,0
1726,162,3,274.3,5
1727,104,2,875.57,0
1727,92,1,812.94,20
1727,178,2,237.94,5
1727,72,2,122.06,0
1728,163,3,355.36,0
1728,56,1,543.79,5
1728,97,3,892.13,20
1729,10,2,501.76,0
1730,56,3,543.79,15
1731,190,3,517.4,0
1731,96,2,664.87,15
1732,181,3,914.9,0
1732,29,2,945.7,0
1732,11,2,63.0,0
1732,64,2,521.03,0
1732,97,3,892.13,15
1733,176,3,743.81,15
1733,13,2,230.59,10
1733,33,1,279.09,0
1734,168,2,659.05,20
1734,53,1,939.57,15
1734,194,2,617.3,20
1735,19,1,613.9,0
1735,39,1,731.63,0
1735,32,1,394.87,0
1736,22,3,529.27,5
1736,197,3,453.54,0
1736,192,1,783.47,10
1737,26,3,699.33,10
1738,86,1,519.82,10
1738,98,1,95.23,20
1738,128,2,178.78,0
1738,112,2,627.25,0
1738,27,2,478.85,20
1739,27,2,478.85,0
1740,77,2,324.9,20
1741,73,1,533.68,0
1741,133,2,467.42,10
1741,42,1,168.48,0
1742,95,2,434.34,0
1742,124,2,543.58,5
1742,47,2,952.17,0
1743,17,3,433.58,20
1744,146,2,667.86,0
1744,72,1,122.06,10
1745,5,1,396.49,0
1745,33,1,279.09,0
1745,11,3,63.0,0
1745,28,2,459.05,20
1746,187,3,845.14,15
1746,175,3,779.79,0
1746,96,1,664.87,0
1746,72,1,122.06,0
1746,80,2,655.63,20
1747,62,3,540.99,0
1748,100,1,365.24,0
1749,21,1,890.92,0
1750,187,3,845.14,0
1750,103,1,94.97,15
1750,169,3,660.88,0
1751,132,2,117.83,5
1751,75,2,884.59,0
1751,6,2,48.58,20
1751,100,2,365.24,0
1752,105,1,770.69,0
1752,31,3,996.15,0
1752,173,1,393.12,15
1752,106,3,312.53,0
1753,200,1,918.18,20
1753,35,1,235.92,5
1754,15,2,759.48,0
1754,111,1,179.65,20
1754,16,3,314.5,15
